text,sentiment
legit Zomato Hey Man Where is the food Kindly share your order details with us and let Sherlock get down to work ASN,1
stefanabraham Woah swiggy,2
muttaporali TNMuslimTerrorism,2
swiggyin harshamjty SwiggyCares Thrash with papers and no rajma with less ricePathetic serviceI want c,0
Zomato see packing Order from zomato but packing tape of swiggey Both Shankar and simmy is agent but working in,2
knowdavis fartooright rangats Yes We see them everywhere now like swiggy and domato delivery guys They are everywhere in chennai,1
ZomatoIN Zomato see packing Order from zomato but packing tape of swiggey Both Shankar and simmy is agent but w,2
"pankajchaddah deepigoyal prao your work is superb Zomato ZomatoIN  , you should better sit home than doing such great work",1
zomatocare Zomato see packing Order from zomato but packing tape of swiggey Both Shankar and simmy is agent but,2
Zomato have ordered food pm after prolonged followup order get cancelled as pickup boy is less bothered to de,0
iamabhilashck ZomatoIN Zomato Hey Abhilash We really never had an intention of disheartening you Kindly share,1
Zomato ZomatoIN placed an order today Also paid the amount online But the delivery did not happen Eventually h,2
AhmieCR Cant wait to see this tweet on The Humorist,1
Register on Swiggy with BDEGWP and earn a discount Download on,2
Zomato PMOIndia nitingadkari AmitShah   such a poor service and the person neeraj it behaviour like a company CEO,0
muttaporali TNMuslimTerrorism,2
zomatocare ZomatoIN Zomato Ive send a call me request in this regard,2
arjunsingh ZomatoIN Zomato deepigoyal So they wont compensate for the additional months which means no on,0
tamilhumourjoke          Swiggy,2
TROY Zomato Hey Tamojit This is actually very sorrowful Kindly share your order details with us and we shall get this checked ASN,1
foodpandaIndia I was order a pastry from dial a cake but rider ate the pastry and I am calling rider then he gave,2
pradeepstays Zomato ZomatoIN Hey Pradeep Really The food was not delivered Kindly share your order details wi,0
"tufinpuneHave a look at this review of The Urban Foundry, Baner on Zomato",2
"SwiggyCares it is worst experience today with Swiggy , I have installed app today amp place st order in Gurgaon , w",0
NitinSi Zomato Hey Nitin This is something we never wished you face Kindly share your order details wit,1
deepigoyal Zomato Just pathetic service,0
TNMuslimTerrorismTNMuslimTerrorismTNMuslimTerrorism,2
sonudaredevil We were unable to find any payment to Swiggy on the shared number Please DM us the transaction ID,1
RameshBalarama TNMuslimTerrorismTNMuslimTerrorismTNMuslimTerrorism,2
knowdavis fartooright rangats Yes We see them everywhere now like swiggy and domato delivery guys They are everywhere in chennai,1
I have many time chat with Swiggy team but they dont have any satisfactory answeramp end the chat they are not inter,0
RameshBalarama TNMuslimTerrorismTNMuslimTerrorismTNMuslimTerrorism,2
zomatocare Zomato Order details,2
Zomato  guys had placed an order  hours backyet to receive the same To top it up your customer services team is not being helpful,0
"Zomato Even after mentioned order number and pictures of packing, zomato is silent Mr simmy is right , he is boss",1
knowdavis fartooright rangats Yes We see them everywhere now like swiggy and domato delivery guys They are everywhere in chennai,1
"ZomatoIN Zomato Even after mentioned order number and pictures of packing, zomato is silent Mr simmy is right ,",1
NitinSi deepigoyal Zomato Just pathetic service,0
Zomato has the worst service I have experienced so much problems Its such a pain in the ass The delivery boy h,0
"zomatocare ZomatoIN Zomato Zomato Even after mentioned order number and pictures of packing, zomato is silent",1
PMOIndia RajatSharmaLive,2
BholaBhalaLadka malpANIrudh ZomatoIN Zomato foodpandaIndia swiggyin  MY TWEET LETS TEACH THEM A LESSON,2
Ordered food at  pm still didnt get itYour pathetic customer service isnt processing the request to cancel my o,1
akshayanand zomatocare Zomato ZomatoIN deepigoyal  MY TWEET LETS TEACH ZOMATO A LESSON,2
"Why You people making fools of the public by selecting the rd class services providers,they dont have basic infra",0
saiswapnaV zomatocare ZomatoIN Zomato swiggyin UberEatsIND  MY TWEET ON ZOMATO,2
zomatocare Zomato Order was from Tummy makeover Thane already attached screenshot for your referencelet me kn,2
"harshamjty swiggy  just so you know, your employess have managed to keep your standards lower than how low it rea",0
freelancerarpit  MY TWEET ON ZOMATO,2
A restaurant in zomato,2
IamsandyCR Zomato Hey Sandeep We certainly never wish you face such an experience Kindly share your order det,1
Iam working with foodpanda as a rider from  days i have problem now due to app issue iam unable to login and star,0
SwiggyCares swiggyin I ordered from swiggy once again todayBut the order was late and cold which is not reall,2
insanendeep ZomatoIN Zomato Hey Man This literally makes us really sad We have your order details and will reach out to you soon ASN,0
"SwiggyCares Dude Enough said, uninstalled swiggy Thank you  the service",1
zomatocare Zomato Delivery persons name was Tushar,2
"KhubsuratMain Be my YouTube, I will be your Zomato ad",2
"deepigoyal Instead of acquiring other companies you should invest in your customer care, which has been pathetic f",0
swiggyin SwiggyCares how pathetic the service can beorder no Walking mtr to get ur order t,0
Was disappointed ordering Zomato from a goregaon based restaurant  Made in ChinaThe Asian non veg combo was supp,0
GauravX thebharatseva dominosindia ZomatoIN Hahaha just because of making people fool but they dont know tha,1
zomatocare ZomatoIN Zomato I want it to be cancelled and want my money back what a waste of time for me this is,0
Grabfood gtgtgtgt Foodpanda,2
Georgem Zomato ZomatoIN Hey George No iced tea and no dessert That is shocking Kindly share your orde,0
knowdavis fartooright rangats Yes We see them everywhere now like swiggy and domato delivery guys They are everywhere in chennai,1
zomatocare Zomato ZomatoIN,2
my sense of humor is on the same level as whoever writes the content for zomatos socials wed be bffs,1
zomatocare Zomato This is third time I am disappointed In my account it says that order has been delivered also,0
swiggy your service is pathetic Please get your GPS part of the app corrected  I have place order twice and I am,0
arushisatpathy single ladies swiping left right on tinderMe scrolling updown on Swiggy foodbeforedudes,2
SwiggyCares it is almost  hrs now and the order hasnt arrived It was supposed to come in  mins Chatted  tim,2
ZomatoIN The worst ever food delivery service i came across Continuously  orders rejected after payment  min,0
zomatocare Zomato ZomatoIN Restaurant nameMade in China Goregaon west,2
"foodpandaIndia  Such is the pathetic support provided by you guys   No reply at all,  No customer support number",0
Georgem Zomato ZomatoIN Kindly share your order number with us ASN,1
arjunsingh ZomatoIN Zomato deepigoyal Also ZomatoIN which used to send email for every unlock didnt feel,2
Review on Zomato by GANGADHARAPRADEEP  NotbestbutgoodZOMATO,2
"Sourabh foodpandaIndia  Such is the pathetic support provided by you guys   No reply at all,  No customer support number whi",0
Dear Zomato ZomatoIN i am waiting for more than  hour still waiting for deliveryThis is your commitment for th,1
NitinSi PMOIndia RajatSharmaLive,2
SwiggyCares  The service is super fake and bakwaas I placed an order at pm but still I didnt get any confirmat,1
"ZomatoIN zomatocare Do you employ people or savages to deliver foodCraving dessert, dont worry Zomato on poin",0
zomatocare Zomato My Order number Where is my food Exactly what I should be asking you Someone else,1
deepakajwani A Freeread from ETPrimecom,2
zomatocare ZomatoIN Zomato No response,0
foodpandaIndia Yes Ordered food from Foodpanda The delivery guy marked it delivered and here I am sitting Hungry and alone,1
venkatjv UberEats Zomato foodpandaIndia swiggyin,2
"SwiggyCares Ordered two subs from Swiggy from Subway Order   received all wrong order, not matching my",0
"Zomato what kind of policy you have, You make me wait for hrs thn sorry returned your money get lost",0
ZomatoIN zomatocare Zomato paid  online and recieved  credits and no food Customer care says thats the m,1
foodpandaIndia Dear Foodpanda The delivery guy marked the food delivered and here I am wondering where the hell i,0
Adee Zomato ZomatoIN Hey Mohammad That is certainly a long wait Kindly share your order details with us an,1
Placed an order more than  hours back Still havent received it No response from chat support Problem seems to,1
Shindeshambhu foodpandaIndia NothingLeft using foodpandaCustomer care is pathetic,0
knowdavis fartooright rangats Yes We see them everywhere now like swiggy and domato delivery guys They are everywhere in chennai,1
AhmieCR Cant wait to see this tweet on The Humorist,1
pinakinandi Zomato Hey Pinanki That is certainly uncalled for Kindly share your order details with us and we,1
tweetmeakky GauravX thebharatseva dominosindia ZomatoIN  MY TWEET ON ZOMATO,2
tintin ZomatoIN Zomato Hey Banerjee No food That is really sad Kindly share your order details with us and,1
DanikDarko Zomato ZomatoIN Hey Danik That is a really long delay Kindly share your order details with us and w,1
zomatocare ZomatoIN Zomato Order no  No refund No food,0
zomatocare Zomato ZomatoIN,2
knowdavis fartooright rangats Yes We see them everywhere now like swiggy and domato delivery guys They are everywhere in chennai,1
sethia arjunsingh ZomatoIN Zomato deepigoyal Not sure if I want to take a pro rats refund The refund sh,0
rolamasri Lord of the wings     zomato,2
zomatocare Zomato ZomatoIN Order no We r waiting for d dessert n iced tea,0
zomatocare Zomato ZomatoIN I have not received the piggyback coins as promised by your customer care executive,1
sethia arjunsingh ZomatoIN Zomato deepigoyal zomatocare Another point worth pondering would be since wh,1
"Gunpowder, Assagao, Goa  Zomato",2
arjunsingh sethia ZomatoIN Zomato deepigoyal How has the serviceability increased or improved Hasnt it,1
ZomatoIN zomatocare Zomato  please watch this video  zomato kabhi nhi use karungi boycottzomato,1
DhruvNanda Zomato ZomatoIN Hey man We have your order details and are reaching out to you super soon ASN,1
krthik Zomato zomatocare ZomatoGold Well in short they just managed to cheat all the customers and are con,0
Zomato zomatocare,2
SwiggyCares swiggyin nandanreddy meituandianping Naspers thenewsminute consumerforum com Team swiggy u st,2
ankitss Dear Zomato you can offer all the coupons in the world but can you even come close to the delivery service of SwiggyCares,1
"KhubsuratMain Be my YouTube, I will be your Zomato ad",2
"The order I placed before that, the executive was insisting on me to come outside my street till the main road to p",2
Beware RATS running through China Garden Restaurant GK Worse Mgr  Barry John P rudely denied the same and insul,0
Zomato Beware RATS running through China Garden Restaurant GK Worse Mgr  Barry John P rudely denied the same a,0
SwiggyCares swiggyin nandanreddy meituandianping Naspers thenewsminute consumerforum com aajtaktej,2
SEEDSandCHIPS The Indian FoodIndustry has undergone a huge transformation in terms of adoption of new age technologies,1
hazlinzulkifli Sorry tnye sbb xtaufoodpanda tu apps keor whatanyone can explained to me,0
"KhubsuratMain Be my YouTube, I will be your Zomato ad",2
"My sister delivered a baby boy, everyone was looking for sweetsI opened swiggyin ordered some sweets and got i",1
Sandeep zomatocare Zomato deepigoyal OHH MY GHOSH HOW CARELESS IS ZOMATO I Cant believe t,0
zomatocare ZomatoIN Zomato Never ever purchase in Zomato bcoz they are all frauds  Online mafias  looting money from customers,0
"ZomatoIN zomato late night support failureWorst serviceno response to my messages, trying since half an",1
"foodpanda, we riders not getting paid since weeks even though we working for hrs  Meanwhile they deducting our",2
SwiggyCares nandanreddyaajtaktej Arey bhai dont reach me out  thats OK i live in a diffrent galaxy hence ha,1
foodpandaIndia this order never came to me I waited for  hrs but restaurant said there is no from foodpanda to d,0
"Teray bina kick mjy milti nahi, jy mainu yar naaaaa milay main mar jawa",2
Hey i have ordered food through swiggy I received very bad quality of food and the food very cold pale and my child,0
"Hey, join Zomato Gold and get  on food or  on drinks Also get a  OFF using my referral code CHAITAT here",1
Sandeep zomatocare Zomato deepigoyal Really sad,0
happyhakka zomato impressive,1
Your guys hung up on me ZomatoIN Zomato,2
"Enjoy todays dinner special at Ananda BhavanMaduraiCurryDosaVegLappaSevaiVisit us  Lake Terrace Tower, C",1
"uaeanandabhavan Enjoy todays dinner special at Ananda BhavanMaduraiCurryDosaVegLappaSevaiVisit us  Lake Terrace Tower, Clus",1
ranadivyansh ZomatoIN Zomato Hey Divyansh That is certainly disheartening Kindly share your order details wit,1
Zomato gold sucks  These people have terminated my accountzomatogold,0
imhozaifa ZomatoUAE fraudZomato ZomatoCheater people beware dont waste your money on zomato gold Zomato ZomatoIN ZomatoUK Zom,1
parthnanavati Zomato Gold just changed their terms to make it more unfavourable for us Nice ZomatoGold Zomato,1
Techglares zomato vadu free ga istunnadu daily,1
RebantMalhotra Cant get my head around how Zomato expects you to use ZomatoGold with the new policy  gold for  people is an abso,2
"Zomato Everytime I try switching to you from swiggyin you deliver your decade old pathetic service,  Order",0
"zomatocare great, no response still last  hourtotal zomato failure ZomatoIN",0
Khushnudk Zomato Hey Man That is certainly disheartening We have your details and are reaching out to you super soon ASN,1
knowdavis fartooright rangats Yes We see them everywhere now like swiggy and domato delivery guys They are everywhere in chennai,1
knowdavis fartooright rangats Yes We see them everywhere now like swiggy and domato delivery guys They are everywhere in chennai,1
knowdavis fartooright rangats Yes We see them everywhere now like swiggy and domato delivery guys They are everywhere in chennai,1
knowdavis fartooright rangats Yes We see them everywhere now like swiggy and domato delivery guys They are everywhere in chennai,1
"Junaidspeed Amnhh Indeed, were  to serve you with your hunger games Do check out the latest deals at",0
Zomato ZomatoIN mc Ashish ka khana do,2
zomatocare Zomato Your pathetic response on a poor chat service,0
"Sandeep zomatocare Zomato deepigoyal OH MY GOD SANDEEP, THAT REALLY WAS NOT EXPECTED FROM ZOMATO I ha",1
zomatocare ZomatoIN Zomato Status  Not resolved yet,0
Zomato ZomatoIN foodpandaIndia SwiggyCares zomatocare food order got cancelled twice and i got only half money,0
Zomato should give you a great compensation to over come your depression,1
Isi kaam kay liye reh gaye hain Is say acha food panda walay ko hi bf bana lo same maza ayega kganay ka,2
chyprashant gourmetpssprt How many persons are required on the table for availing gourment passport Unlike Zomat,2
NitinSi zomatocare Zomato Order details,2
SwiggyCares  Swiggy is all about delivering right products at right time How can you charge a customer for a,2
RavjiPatil Zomato ZomatoIN SwiggyCares Hey man That is really sad to hear Kindly share your order details wi,1
Sandeep Chicken piece found in veg biryani zomatocare Zomato deepigoyal still no one take follow up on same and Zomato repr,0
zomatocare Zomato ZomatoIN SwiggyCares I attached please check with my tweet earlier,1
"What a bad experience I had with Zomato , they not only delivered half of my order but cheated me also Disgusting ZomatoIN",0
I miss ghar ka khana and apparently my brother misses that no one orders from Swiggy at home anymore SwiggyIN can,0
ZameerMaan duh so I actually checked foodpanda and out of  eateries not even a single place is delivering red,2
Shame on you ZomatoZomatoIndia PMOIndia,0
shivanshsh foodpandaIndia thats very true FoodPanda is now no where in race with other apps It sucksNone of,1
ZomatoIN I hope no one is sleeping I am trying to contact Zomato chat since from  min no one is answering The r,0
Shivjyoti Zomato ZomatoIN Hey Man Kindly share your order details with us and we shall get this checked ASN,1
zomatocare ZomatoIN Zomato The order came in but the package seems fishy,2
"SwiggyCares Thank a lot Team swiggy for your quick actions hope I will get same kind of service ahead ,it is reall",1
"BondSolanki SwiggyCares Thank a lot Team swiggy for your quick actions hope I will get same kind of service ahead ,it is really ni",1
ranadivyansh ZomatoIN Zomato Hey Divyansh Kindly share your order details with us and we shall get this checked ASN,1
"zomatocare What the hell, No reply from zomato on chat since long how i will give instructions",0
Swigun Swiggy ti abbraccio forte da qui  lt,2
zomatocare Zomato ZomatoIN,2
zomatocare Zomato ZomatoIN My CTC,2
SwiggyCares I just got this confirmation order email which I havent requested Has my Swiggy being hacked Becaus,0
zomatocare ZomatoIN Zomato Order number,1
Zomato Zomato Thanks a lot for your pathetic support system amp disappointing customer service MojoPizzas,0
foodpandaIndia worst online food delivery service  Already having  bad experiences in past from foodpanda custom,0
Good bye foodpandaIndiahashtagwaffles ola foodpanda thepandasucks,1
"zomatocare Zomato ZomatoIN Kaisa Chutiya team hai bc, na Koi reply na hi refund de rahe hai bhosdike",2
shashilabde Zomato MojoPizzas Hey Man No PIzza That gives me tears Kindly share your order details with us an,1
zomatocare ZomatoIN Zomato still no response from you guys,0
zomatocare ZomatoIN Zomato still no response from you guys Better beg than steal,0
bachelorrs Enjoy Custard Apple Season mumbai bombay chowpatty ordernow swiggy orderonline scootsy zomato ubereats foodpanda,1
Kindly check what is this Is this the order which I have ordered with single peice kindly check am I ordering thro,1
bachelorrs Sitafal Cream mumbai bombay chowpatty ordernow swiggy orderonline scootsy zomato ubereats foodpanda bandra col,2
"zomatocare Zomato ZomatoIN correction its not chicken tarka, its sezwan chicken which was missing",0
"SwiggyCares thescribstories Thats what we had in mind, caring for appetites and cravings, no matter the time Knowing we are there t",1
Zomato order number  Not delivered from  hrs No one responded Is this way you treat,1
tush foodpandaIndia worst online food delivery service  Already having  bad experiences in past from foodpanda customer service,0
itzpiyush Zomato Hey Piyush We never want to deliver any kind of issue with the food Having this checked right away  MrD,0
And i thought time is atleast equal for everyone Sadzomato coldzomatoZomato zomatocare,2
"zomatocare Zomato ZomatoIN Behenchod Paisa bhi Le Liya, order bhi nai diyA, respond bhi nai kar rahe ho, chor Ch",2
"merakiabhi Zomato Hi Abhishek, never meant to give you such a bad experience Please share your order number so",1
fpindiacare foodpandaIndia,2
"iamabhilashck ZomatoIN zomatocare Zomato All of the  times when i have ordered from zomato, only  thing whic",2
ZOMATO INDIA IS A BIG HARASSMENTZomato,2
When Zomato ZomatoIN wants you to order shrodingers pizza  latertweet,2
zomatocare ZomatoIN No thank you This type of service will make me think twice before using Zomato again,1
siddkb Zomato ZomatoIN Thanks for flagging this Can you please send me a DM with your Phone  so we can look at this Akki,1
"SwiggyCares thescribstories Thats what we had in mind, caring for appetites and cravings, no matter the time Knowing we are there t",1
Zomato ZomatoGold,2
zomato                 zomatogold,2
"swiggyin SwiggyCares harshamjty Do u think am fool Your manager asked me to share the photos, still i didnt r",0
pagkagising ko nakaman kong nagpadeliver na si Mama sa foodpanda e shookt ako diba kasi kawawa yung delivery guy pe,2
"I have used various applications to order food, Foodpanda is worst in all of them, after placing an order by onlin",0
offerlootforyou offerslootforyou Zomato  Trick to get  off using old numbersign up with new Email id and register your old m,0
Zomato pmo irvpaswan consaff narendramodi,2
SwiggyCares Should have trusted ZomatoIN and ordered from there  Will never order from swiggy for breakfast  thats for sure m,1
offerlootforyou offerslootforyouFoodpanda Ola Offer Update your Ola App and Check If you are seeing Foodpanda iconIf you ar,2
expaulorer foodpanda,2
mkesherman FoodPanda Tangina I would love to cuddle a panda pls HAHAHA,1
miul ZomatoIN ZomatoIN changes TampC of Zomato Gold offer,2
Best AnokhiKheer in the city A Sneakpeek into the Jewel of Nizam  The Minar at golkondaresorts is now live on,1
"ArvindKejriwal Height of impotency Itni complaints toh Swiggy, Flipkart, Amazon ne kabhi nahi ki thi it exists,",0
"SaurabhMLAgk ArvindKejriwal Height of impotency Itni complaints toh Swiggy, Flipkart, Amazon ne kabhi nahi ki t",0
deepigoyal Hello sir i wanna talk to u some important matter I wanna tell u what is happening in zomatoA big frau,1
deepigoyal Hello sir i wanna talk to u some important matter I wanna tell u what is happening in zomatoA big frau,1
IT  NAVER ZOMATO,2
zomatocare Zomato ZomatoIN GM what a horrible experience I had wit zomato last night my family slept withou,0
SwiggyCares Thank you Swiggy for promptly taking up the issue and resolving it I have received the money in my Pa,1
"SwiggyCares Yesterday order,delivery guy was unprofessional as he informed why u guys place the order through swig",0
Authentic Taste Of Old DillidillionwheelsOrder Online  Partners Swiggy,2
Breakfast sandwich infantariagoa The roast beef kinds infantaria infantariagoa beef sandwich,2
yogesh Still waiting,2
"komalsattar Just in We just availed this  Personal pan pizzas,  garlic bread amp litre soft drink from Pizza Hut exclusively",2
yogesh foodpandaIndia very bad experience with your first orderRefer abdzqeq quality of food was very poorNo reply to m,0
Lah aku banget ini jd sedih,2
"champagnelassi Buhat bhook lag rahi hai yaar aisey times main bf ki kami buhat shidat se mehsoos hoti hai, kitna maza ata wo chup k M",0
"This photo of Dilli  On Wheels, Hauz Khas on Zomato is making me hungry",2
"This photo of Dilli  On Wheels, Hauz Khas on Zomato is making me hungry",2
PSprayank Zomato ZomatoIN ZomatoGold And yet you choose to ignore us Great Something i never expected from you guys,1
tamilhumourjoke          Swiggy,2
"This photo of Dilli  On Wheels, Hauz Khas, New Delhi on Zomato is making me hungry",2
Rajan Zomato is allowing their restaurants to use customer details for their personal benefits amp business zomatocare ZomatoI,1
Rajan Why customer details is getting leaked on other websites Data security amp breach complaint will be filed against zomat,0
Rajan zomatocare  After ordering through Zomato from Moonlight deleivery They strech customers at their portal by getting co,2
ZomatoIN Are these reports true You need to clarify these as soon as possible If yes then its really disappoint,1
Authentic Taste Of Old DillidillionwheelsOrder Online  Partners Swiggy,2
moneynemotions SilicaGel bag in paneerchilly ZomatoIN Zomato Thank god i am alive till now,1
zomatocare ZomatoIN mohitcharu Zomato Customer Dont Care Center  I need a response by today and refund shoul,0
,2
GauravX Ordered pizza from dominosindia using ZomatoIN Due to address issue Dominos cancelled the order but it never gets reflect,0
nissianina pun aku gitu mesti cek zomato dulu,2
Authentic Taste Of Old DillidillionwheelsOrder Online  Partners Swiggy,2
nissianina Lah aku banget ini jd sedih,2
parthnanavati Zomato Gold just changed their terms to make it more unfavourable for us Nice ZomatoGold Zomato,1
Authentic Taste Of Old DillidillionwheelsOrder Online  Partners Swiggy,2
frkngsmoll Try Foodpanda,2
sijokuruvilla Our Recipe book from Cochin gets featured on the store yet again And this time alongside Swiggy amp Tomato Good stuff,1
"ZomatoIN Zomato Anyone reading this thread should see this, and compare it to two diff portals theory shared by c",1
SwiggyCares Zomato UberINSupport foodpandaIndia Hi food delivery operators it is very painful for a common ppl,0
ShashaJaiswal ZomatoIN Are these reports true You need to clarify these as soon as possible If yes then its really disappointing,1
"deepigoyal Hi Sir, Good Morning, I have an issue while ordered food through Zomato Writing mails to customers s",1
dyrhighnss Foodpanda is racist with B A and Ukay perdana community hahahah,0
foodpandaIndia Foodpanda was a cheater Foodpanda is a cheaterFoodpanda will be a cheaterfoodpandafraud,0
"swiggyin SwiggyCares hi, I used swiggy frequently before I could see the prices are inflated from the actual pr",2
swiggyin SwiggyCares kindly give me a gst split of the bill you produce in the swiggy app You can do business c,1
ItsPrabhjitSW So not cool Zomato when people are paying individually then why are you restricting them to use it so first lure peop,0
Foodpanda errday,2
Foodpanda laknat anjing,2
A brilliant interview between pankajontech and deepigoyal Thoroughly enjoyed reading it Startup entrepreneur,1
The same orders took around  min previously when I chose Swiggy and Zomato,2
knowdavis fartooright rangats Yes We see them everywhere now like swiggy and domato delivery guys They are everywhere in chennai,1
SwiggyCares askGSTGoI swiggyin I already stopped using swiggy moment when I could see there is a huge money be,1
kunwarbir Zomato ZomatoIN ZomatoGold what is this cheap behavior Pivoting your offer plan midway thru the offer period coz you rea,2
DarshanPai How can you make radical changes to a policy after extensively marketing and selling it in a completely different manner,2
shrinivassg Zomato has made a tweak to its Zomato Gold Result of restaurant pushback,2
"apurvahv In case you are wondering, yes you can take ZomatoIN to court Consumer courts have repeatedly said service providers canno",1
We are glad that you have loved the food and that also we are your GoTo place for the Italian Cuisine We are,1
Shivjyoti deepigoyal zomatocare Zomato is a cheating company they had cheated my money n not responding prop,0
zomatocare viZackk ZomatoIN Zomato is cheating company They looted my money,0
zomatocare vasuvidyapati ZomatoIN Zomato is cheating company They looted my money They are providing Very bad,0
zomatocare viZackk ZomatoIN Zomato is cheating company They looted my money They are providing Very bad quali,0
zomatocare siddkb Zomato ZomatoIN Zomato is cheating company They looted my money They are providing Very ba,0
Bloggers TeamPanchPhoron TeamAmPmFood KolkataFoodies FoodTasting FoodLover FoodBlogger Zomato WeLoveFood,2
theraeban Di na ako tumuloy sa zomato baka mastranded pa ko sa QC,2
"Abbe delivery kis chiz ka kar rahe ho Swiggy, zomato, foodpanda se kyoon competition kar rahe ho be kapoorashok",2
rsmahanti Zomato pmo irvpaswan consaff narendramodi                   Zomat,2
rsmahanti zomato                 zomatogold zomatogoldcheat,2
rsmahanti Zomato ZomatoGold,2
PatnaikSaurav Zomato gold sucks  These people have terminated my accountzomatogold,0
"sethia arjunsingh ZomatoIN Zomato deepigoyal All the effort of convincing friends to buy Zomato Gold, this policy change onl",1
sethia A BLUNDER by ZomatoIN Zomato deepigoyal How can this be a small changeThe whole premise of people buying and inviting mo,1
"To all the ambitious youths working in BPOs, Call centres, Cinema industry, Swiggy delivery, Startups, UberOla ca",1
Engineers       amp,2
"rlthingy tapi setau aku ya disekitarab jl kartini banyak cafe baru deh, coba liat di Zomato",2
Kadang suka salah pencet Quora sama Zomato Mau pergi makan malah jadi bacabaca lama,2
jackieuycoco Foodpanda,2
SuchAMisfit Im I order coke from swiggy because too lazy to get one from a nearby shop years old,0
foodpandaIndia Even we hyderabad delivery boys are craving for hard working salary People dont ever order from f,0
SuchAMisfit Im I order coke from swiggy because too lazy to get one from a nearby shop years old,0
mikamarcolepsy Order ka nalang sa foodpanda hahaha missyouuu,1
"deepigoyal  I have found a way to trick Zomato Technically, I am always a new user so I get all the benefits ever",1
days left in this year Hurry up and visit those Zomato Gold restaurants,2
Honeykiran swiggy,2
"hsrivastava SwiggyCares Lol Their customer care is a bit sensible, though I uninstalled Swiggy, because of",1
"ModiBJPBhakt Abbe delivery kis chiz ka kar rahe ho Swiggy, zomato, foodpanda se kyoon competition kar rahe ho be kapoorashok http",2
SwiggyCares I have seen many similar complaints on Twitter and post on Facebook tht you cheat people and take the,0
selvaraj Engineers       amp,2
"CinemaClubby To all the ambitious youths working in BPOs, Call centres, Cinema industry, Swiggy delivery, Startups, UberOla cabs, St",1
Still no help,1
timukh ZomatoIN Hey TilakKindly drop us an email on neutralityzomatocom and we would love to help you out hereThanks,1
Happy Engineers Day,1
zomato zomatogoldcheater,2
zomato zomatogoldcheater,2
"Order your Aqaba favorites now through Scootsy, Swiggy and Zomato",1
zomato zomatogoldcheater,2
zomatocare zomatogoldcheater zomato,2
"MATCHDAY Watford vs Manchester United, live at wisemonkeysin on a big screen with commentary  KO at pm No r",1
zomatogoldcheater zomato,2
zomato zomatogoldcheater,2
"Ada yang panas panasni teringin makan mcm mcm Tapi malas keluar Ok jgn risau, boleh order menu di foodsbury theu",1
ZomatoAUS We recently interviewed VueBennett of Vuedemonde fame on his philosophy on chasing awards  passion for local food,1
foodpandaIndia Pathetic service and zero support This should be your slogan Ordered from foodpanda last week by,0
tamilhumourjoke          Swiggy,2
selvaraj Engineers       amp,2
rsmahanti Zomato ZomatoGold,2
I just uploaded Swiggy   Year to Go Sustainable to Scribd ReadMore,2
True Pathetic service zomatocare zomatogoldcheater zomatogold zomato,0
"ManUtdMumbai MATCHDAY Watford vs Manchester United, live at wisemonkeysin on a big screen with commentary  KO at pm No registr",1
Reviews for loaded restaurants on the app now onto   Follow my food journey on Zomato,2
No resolution till now zomatogoldcheater zomato zomatocare,0
shivsKyPi zomato zomatogoldcheater,2
"ManUtdMumbai MATCHDAY Watford vs Manchester United, live at wisemonkeysin on a big screen with commentary  KO at pm No registr",1
Zomato That is what you sent me on priority basis A new customer is welcomed in a ravishing way Way too go Reso,1
iamarchan ZomatoIN Zomato Did they replied,2
suryaoruganti UberIndia Uber UberSupport You can chatcall a real human being regarding a person who is carry,2
selvaraj Engineers       amp,2
kaitcoaching You did us a great service getting rid of swiggy c,1
iamarchan ZomatoIN Zomato Adding zomatocare,2
"ofstoryteller Zomato Thats not how a first time should go Please share the order number, well get this checked and reach out Akki",1
"iamarchan ZomatoIN Zomato Yuck, thats terrible Looking into this right away Akki",0
Updated Discover great restaurants to dine out or order food for quick home delivery Zomato,1
Gauravvdi foodpandaIndia CraveParty Contest CraveStory FoodPandaYou may get road side oily food instead of a restaurant using F,2
deepigoyal Zomato Amazing disservice Take the order  collect the payment  restaurant calls up and decline st,1
foodpandaIndia why is your customer service team so laid back It has been more than  mins and no is responding,0
ShubhangUpadhy foodpandaIndia Foodpanda CraveParty,2
zomatocare Zomato,2
Nutrient Dense is increasing the amount of nutrients you take in without increasing the calorie intake Only limite,2
"responses,, stupid answers from swiggy care team , swiggyin SwiggyCares",0
i ordered foodpanda pastu orang tu datang i kelam kabut pakai telekung but this dumbass wears shorts apa point kau cover eh pompuannn,0
foodpandaIndia I guess foodpanda does not care about their customers,0
Where can I find great Chinese food here  Zomato,1
AnoopBhaskaran deepigoyal Zomato This doesnt sound like a seamless experience we wanted you to have Please he,2
zomatocare deepigoyal Zomato Forget it,0
ItsPrabhjitSW So not cool Zomato when people are paying individually then why are you restricting them to use it so first lure peop,0
Guys swiggy your app is throwing an oops on my face from an hour Take my order through a call,2
sethia A BLUNDER by ZomatoIN Zomato deepigoyal How can this be a small changeThe whole premise of people buying and inviting mo,1
Hungry na foodpandaPH pero  minutes na lang wala pa si delivery person foodpanda fooddelivery,2
zomatocare Zomato ZomatoIN So what happens after sharing the order number Is silence the answer,1
foodpandaIndia  no replyswiggyin Zomato,0
Check out Burger Point on Zomato p,2
