,text,sentiment
7346,"pratyushdixit Hey deepigoyal after this zomatogold fraudscam, how will u make people believe that you are different from the likes",Positive
7347,DarshanPai How can you make radical changes to a policy after extensively marketing and selling it in a completely different manner,Neutral
7348,"swiggyin horrible service by swiggy, its been more than an hour since Ive placed oder however no sign of the de",Negative
7349,zomatogoldcheater ZomatoIN,Neutral
7350,zomatocare Zomato order no,Negative
7351,SwiggyCares what kind of service is this Some of the items from a thali which i ordered from swiggy is missing an,Negative
7352,"kewlioharsh Suddenly feeling cheated by zomato gold Pathetic strategy , never expected  Zomato ZomatoIN   zomatogold",Negative
7353,"karpov Zomato Hi Amod, apologies for the mess over hereKindly share your order details and we shall get this checked ASAPAM",Negative
7354,DarshanPai How can you make radical changes to a policy after extensively marketing and selling it in a completely different manner,Neutral
7355,kinjubkinjib   hooters  Hooters Silom     hooters girl,Neutral
7356,shivsKyPi zomatocare I think zomato is busy collecting investment instead of helping their customers Forgot to,Positive
7357,Apply codes RUSH and CRAVE for your next orders today for Deserts  foodpanda offer Food,Neutral
7358,BestLootDeal Apply codes RUSH and CRAVE for your next orders today for Deserts  foodpanda offer Food,Neutral
7359,Foodpanda Also Try RUSH Valid till next  hour only,Neutral
7360,And I though Zomato only abhor me zomatocare zomato zomatogoldcheater coldzomato,Negative
7361,foodpandaIndia there is no option to connect with customer care in app What kind of people do you hire to run you,Positive
7362,foodpandaIndia See this guysactual pic Nd what I got after order Ridiculous Foodpandastop making people,Negative
7363,"BestLootDeal Todays Foodpanda Offer use Code CRAVE for  off upto , then pay through PhonePe for additional  rupees off",Negative
7364,Do you like food  Follow my food journey on Zomato,Positive
7365,RahulRiya SwiggyCares Thanks for your support SirI had been cheated by the firm named Swiggy and advise ev,Positive
7366,sioooopau the devil works hard but foodpanda works harder,Negative
7367,hamedamimi Ni kira rajin lah ni Aku malas dedua order foodpanda ja,Neutral
7368,"Where ZomatoIN, foodpandaIndia not deliver there swiggyin is on swaag   McDonald, foodpanda, Zomato never deli",Neutral
7369,Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,Neutral
7370,"dyanaismanu Sini xda foodpanda rasanya Kalau x, order jugak",Neutral
7371,sanjaybafna UberEats UberINSupport UberSupport Swiggy best hai ye UberEATS rd class hai,Positive
7372,I placed an order an hour ago amp I thought wow my food will be here now only to open Swiggy amp see the restaurant sti,Positive
7373,iScarlettMRose Do you like food  Follow my food journey on Zomato,Positive
7374,foodpandaIndia New name Foolpanda,Neutral
7375,Excuse me ZomatoIN Zomato what is this nonsense customer service,Negative
7376,Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,Neutral
7377,EngineersDay,Neutral
7378,off on all online orders Apply promo code RAZA during checkout on a minimum order of  zomato,Neutral
7379,"Enjoy your weekend lunch with family and friends at Ananda BhavanVisit us  Lake Terrace Tower, Cluster D, JLT",Positive
7380,"uaeanandabhavan Enjoy your weekend lunch with family and friends at Ananda BhavanVisit us  Lake Terrace Tower, Cluster D, JLT now",Positive
7381,tonehiasahai For fast delivery order online on zomato,Neutral
7382,foodpandaIndia if declining order is an art then foodpanda is master of all,Neutral
7383,swiggy sucks Endless customer care answering machine Joins list of app driven services which only work on automa,Positive
7384,ColdbruvYT WarVapz Treyarch Looking swiggy already brother,Neutral
7385,"Zomato  Ordered mere pav bhaji from your portal and its been  hour now, still no sight of the order When i sp",Negative
7386,"Thanks for boarding with Bisaya Music Festival with Pop District Bazaar, foodpanda They are the quickest and eas",Positive
7387,foodpandaIndia dominosindia Pathetic Service From Both The Food Delivery App And The Restaurant Last Night,Negative
7388,Zomato can u reverse my paytm credit or not Chatting with ur agent was sickening experience U lured with  of,Negative
7389,"Nikibusa Zomato Hi Nikhil, that is no justice to Pav BhajiKindly share your order details and we shall get this checked ASAPAM",Positive
7390,ZomatoIN dear zomato you are the least customer friendly i have ever came across Even you Customer support behavi,Positive
7391,"ZomatoIN Zomato Very bad order experience Restaurant delivered food in  minutes,whereas shown timeat the time",Negative
7392,"faasos HelpatFaasos SwiggyCares Just ordered a royal lunch box Rajma is stinking , extremely sour and I can s",Negative
7393,foodpandaIndia dominosindia After The Order Was Cancelled They Told Me I will get my refund but as of now i am n,Negative
7394,"swiggyin When hunger tweets, well help you handle it Get the Swiggy app now",Positive
7395,"SwiggyCares I write from OCD,chennai who owns a chain of dessert outletsI have been waiting in the process of ge",Neutral
7396,"Why is your app so buggy, Zomato  This keeps happening every few days and its frustrating when you just want t",Negative
7397,forkyouin I had made an online payment and because of their negligence I havent received the refund too Its such an horrible experi,Negative
7398,SwiggyCares Oder got delivered after almost  hr delay and it has one item missing The oder is prepaid oneIs,Negative
7399,dominos  service is very poor they after  hours cancelled my order Its your policy after the promise time you d,Negative
7400,swiggyin SwiggyCares Am I the only one thinks Swiggy costs you double of what pay at the restaurant High rates,Negative
7401,"Pathetic service from Foodpanda, cancelled my order thrice even i paid for it Very disappointed and even support t",Negative
7402,Hey SwiggyCares I ordered from your app and my order number is  I got a SMS that says Swiggy tried cal,Positive
7403,"GourMister ZomatoIN Zomato Hey there, apologies for the troubleWe have your details, getting this checked right away",Neutral
7404,Its time every mobile app is mandated to have  different notification types  transactional and Promotional Just,Neutral
7405,"such a worst team i ever seen , i asked my refund from swiggy team , and these are blocked me , swiggyin",Negative
7406,Order  NowzomatotalabatdeliverooOr call us  stuffedburger,Neutral
7407,SwiggyCares i dont know what takes more than  days to get an outlet live only on swiggyOther portals have bee,Neutral
7408,Swiggy and fashion Priyanka Chopra,Neutral
7409,SwiggyCares  hey Swiggy  your drivers are very rash in the roads  somebody gonna make accident and you will,Negative
7410,"SwiggyCares what do you mean swiggy cares Swiggy doesnt care for anything, I just got a misplaced order, whateve",Positive
7411,Festive Weekend Sit back and relax Enjoy comical films with Anamorphic Pyaar ka Punchnama   PMToday,Positive
7412,kaushalarmy StarMaa BiggBoss kaushalmanda KartikDayanand EndemolShineIND kaushalarmy kaushalarmy Bhayya,Neutral
7413,Is there such a thing as window shopping but for food Kasi i spend my downtime looking at things i can order on gr,Neutral
7414,The rain and the view Witness the magnificence of Hawa Mahal with great food only from thetattoocafe,Positive
7415,ItsPrabhjitSW So not cool Zomato when people are paying individually then why are you restricting them to use it so first lure peop,Negative
7416,"foodpandaIndia deliveryboy vulgargesture verbalabuse, had to call security, Order zphbff All bcoz I refused",Positive
7417,"Zomato zomatocare Order, ordered at  PM, still nothing got delivered, pathetic service amp poor experience",Neutral
7418,"such a worst ecperince i got from swiggyin SwiggyCares ,  swiggy team , kindly take a coaching class from some",Negative
7419,SwiggyCares I ordered with swiggy today with registered mobile no  All the food items are spillage It,Negative
7420,SwiggyCares and it looks like restaurant have more love with Zomato  I ordered from swiggyin and they use wrapper of Zomato,Positive
7421,"shubh Zomato Hi Shubham, we never intended to ruin your Saturday brunchWe are getting this checked right away AM",Positive
7422,"nak balik penang nak mkn mr dakgalbi, fingers, sushi king, korean food, subway, nasi kandaq, laksa penang, teow c",Neutral
7423,foodpandaWorst service providerYou guys dont have supportive staff to reply our questionsEven dont have yo,Negative
7424,Kenapa foodpanda takde delivery kat tempat aku,Neutral
7425,"swiggyin SwiggyCares one of the worst experience ever, swiggy cancelled order without informing",Negative
7426,BestLootDeal Its just a code whish is useless  dont try this foodpanda,Negative
7427,selvaraj Engineers       amp,Neutral
7428,"foodpandaIndia the fuck is wrong with you guys Ordered veg biryani from a restaurant in Pune,the food was prepare",Negative
7429,Dont have Zomato Piggybank yet I can help B Get exclusive access to Zomato Piggybank with my invite code KAUS,Positive
7430,foodpandaIndia Had to pick order myself because no delivery executive was availableNot ordering from foodpanda again,Negative
7431,"Look at the no Of times I Called zomato customer dont care support and as the name implies, no response Out of",Negative
7432,zomatocare Zomato Its almost  hours amp my food is not here Poor service,Positive
7433,ZomatoIN for the nd time in the last month I ended up choosing a wrong delivery address  Work vs Home  inadvert,Negative
7434,"I think it would help to review the order confirmation screen to make sure such issues are minimised, perhaps add s",Positive
7435,foodpandaIndia its been an hour I still didnt receive my product Worst ever service Will have to rethink before,Negative
7436,Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,Neutral
7437,Worst experience ever with swiggyin SwiggyCares My parents   years had just arrived in Mumbai and we were w,Negative
7438,The restaurants i took Z treats for are no longer there and the one still there are just offering Chaas or Butter M,Negative
7439,Kindly help me with my issue Zomato,Positive
7440,"I have ordered two paneer biryani and this is what I got, it has chicken WTF Zomato",Negative
7441,"Hello Swiggy, Missing healthybowls Mumbai on your menu",Negative
7442,FoodBloggers Bloggers TeamPanchPhoron TeamAmPmFoodKolkataFoodies FoodTasting FoodLover FoodBlogger,Neutral
7443,Zomato ZomatoINGot incomplete order that too soo lateVery rude behaviour from restaurantNothing done from zo,Negative
7444,"prasadbhosage Zomato Hi Prasad, this sounds absolutely terribleKindly share your order details and we shall get this checked ASAPAM",Positive
7445,"Zomato is big cheat I ordered biryani from Meghana Grand Waited for  hours after dat it is showing as delivered,",Neutral
7446,swiggyin Get  off on your first Swiggy order Use code BINGE No Minimum order value Max discount order TCA,Positive
7447,"khiladi Zomato ZomatoIN Hi there, that doesnt sound like a good Saturday lunchKindly share your order det",Negative
7448,"Thrice the joy, thrice the fun Enjoy the new Chocomania Doughnuts with the new Hazelnut milkshake Head to the ne",Positive
7449,BikanervalaIN now even sweet shop is doing corruption I had ordered  piece rasgulla from bikanerewala using,Positive
7450,zomatocare Zomato,Neutral
7451,zomatocare Zomato,Neutral
7452,Worst service provider foodpandaIndia Dont use this foodpanda service,Negative
7453,The beauty of the universe consists of variety bundled into different flavours come amp experience the lipsmacking,Positive
7454,zomatocare Zomato,Neutral
7455,"kingchiru vennelakishore asalu Whats the timing Bhayya Im your Swiggy ah Vammo, English lines awesome asalu Asalu a paintin",Positive
7456,"Have a look at this review of Sangam Saoji, Pratap Nagar on Zomato   ZomatoIN",Neutral
7457,Theres nothing called Paneer Biryani you idiot Zomato why do you call Pulav as Biryani,Negative
7458,zomatocare Zomato ZomatoIN Order no,Negative
7459,"MaheshSatpute SwiggyCares foodpandaIndia ZomatoIN Hi Mahesh, would request you to send across an email at res",Neutral
7460,First time ordered using ZomatoIN today  The app is not good  Last time had ordered with Swiggy it showed when,Negative
7461,"amabirdman I was telling someone I was hungry and asked them to check Swiggy In exactly  seconds, I got a text from foodpanda",Neutral
7462,SwiggyCares Coupon has been added But one thing you notedown if we ordered on swiggy then its full responsibilit,Neutral
7463,"MaheshSatpute Dear Mahesh, Thank you for showing your interest in partnering with us Wed request you to mark u",Positive
7464,"msnarain amabirdman I was telling someone I was hungry and asked them to check Swiggy In exactly  seconds, I got a text from foodp",Neutral
7465,foodpandaIndia My order of dahi vadaorder cancelled after  hours Can someone imagine that even that can also,Negative
7466,foodpandaIndia My order of dahi vadaorder cancelled after  hours Can someone imagine that even that can also,Negative
7467,foodpandaIndia My order of dahi vadaorder cancelled after  hours Can someone imagine that even that can also,Negative
7468,Please return them piece rasgulla as soon as possible BikanervalaIN SwiggyCares,Positive
7469,"zomatocare Worse kind of experience have faced here, order automatically declined by cafe coffee day from your end",Negative
7470,SwiggyCares swiggyin How are you going to make amendsParents were hungryHad to go to a restaurant to get food,Neutral
7471,Techglares Foodpanda Offer  Off Upto RsCode  CRAVELink   Let Us Know If its working,Neutral
7472,Foodpanda singapore pakai superbike duhh,Neutral
7473,"foodpandaIndia WORST FOOD DELIVERING APP, THE RIDERS ARE ASSIGNED AND IN THE WAY THEY EAT THE FOOD AND WE DONT G",Negative
7474,ZomatoIN  this is not fare I order from your app and got lebbled by swiggy,Neutral
7475,bakalm bakalm zomato da kahvalt mekanlarna,Neutral
7476,Poor service from foodpandaIndia Order canceled by Restaurant Money deducted But No refund received As per refu,Negative
7477,Kya Yahi Zomato hai Mujhe to lag rha ki Bhtt Achi company hai apne saare employees ka khayal Rakhti HogiChiee,Negative
7478,"This is the chat which I had with foodpandaIndia foodpanda executive in one hour of span, such slow guys these ar",Neutral
7479,swiggyin why swiggy not avaliable in my area please increase ur services,Positive
7480,SwiggyCares It was there on your network but not visible for a week a now No worries its visible on zomato,Negative
7481,Festivities and Foodies GaneshChaturthi Food myawfis OurBangurNagar bandrainfo bandrabuzz,Positive
7482,foodpandaIndia Does anyone heed at helpline desk Have rdered hour ago the outlet says no executive has come foo,Negative
7483,"zomatocare ZomatoIN For this issue, I was promised by your rep on call that he is adding  credit in my Zomato",Positive
7484,Paytmcare Paytm Refund my money I am telling you that Swiggy did not receive any payment but your app says payme,Neutral
7485,foodpandaIndia No response from chatplaced two orders with the outlet at  pmalso offered to pickup the orde,Negative
7486,Zomato,Neutral
7487,Foodpanda diri sa Carmen plsh huhuhu,Neutral
7488,zomatocare Zomato ZomatoIN Shitty service is the only word I have for you guys,Negative
7489,"zomato ZomatoIN whenever I order food from you there is some problem, this time food missing from my order, I ask",Negative
7490,"From a business point of view, this is what Zomato should have done from the very beginning Restaurants shouldnt",Neutral
7491,zomatocare Zomato My order  took more than  hr for Zomato to acknowledge canceling It was showing del,Neutral
7492,I liked a YouTube video  Free me Recharge Pao aur Khana bhi Khao  New Freecharge amp Zomato Offer,Positive
7493,off on all items Lets SWIGGYEasy Fast Cheap and at your door stepnow we are km radius BIG,Neutral
7494,"foodpandaIndia most of the time your orders are placed and not accepted by restaurants, which isnt the case with",Negative
7495,foodpandaIndia your chat support simply is as useless as you and your delivery guys I tried  or  times and they,Neutral
7496,foodpandaIndia I will certainly order food again from Foodpanda Olacabs I believe you have just made a grave mistake,Negative
7497,"Idk if the earlier scheme was feasible for the restaurants To have  people at a table, use their Zomato Golds al",Negative
7498,"rohitonlyme Zomato ZomatoIN Hi Rohit, apologies for the hassle over here We have your details and we shall ge",Neutral
7499,"From a customer point of view, this is as dickish as a move gets First you advertise it and bombard everyones mai",Neutral
7500,"chintanvarma Zomato Hi Chintan, that does sound like pure evil We are getting this checked and well reach out to you ASAPAM",Negative
7501,Its very worst services because see on below screen short still I get not any replay on facebook its finished on,Negative
7502,Zomato zomatocare This is the way zomato treats there customer For them compensation of money is over Customer s,Neutral
7503,Join Zomato Affiliate Program with DCMnetwork and earn a commission of USD   AED  on every conversion c,Positive
7504,"sarcasmwadiUA Zomato Hey Uttkarsh, we would never intend to disappoint you in such a wayKindly share your ord",Positive
7505,"apurvahv In case you are wondering, yes you can take ZomatoIN to court Consumer courts have repeatedly said service providers canno",Positive
7506,ylaizagimoto Is there such a thing as window shopping but for food Kasi i spend my downtime looking at things i can order on grabfood,Neutral
7507,zomatocare Zomato,Neutral
7508,ZomatoIN vry bad experience frm zomato amp they take  min to confirm amp even after my order not confirmed amp I chat,Negative
7509,"SwiggyCares Well, in this case, theyre ruining your name, I have analyzed the prices on restaurants comparing wit",Neutral
7510,"zomatocare Zomato On top of it, the customer support chose to credit me  rupees in credits as apology token",Positive
7511,This is what a swiggy employee has done to my home But swiggy has not even responding to meswiggyin,Neutral
7512,foodpandaIndia Im unable to order food from foodpandaI already messaged directly but no one is respondingsuch,Negative
7513,tamilhumourjoke          Swiggy,Neutral
7514,"Zomato Time and again you guys have proved, Zomato is a big zero Every time I place an order with Zomato I get cheated",Negative
7515,YogiTweetz SraTweetz Vapour Vapour keka Zomato gold undi Buy  get chalu ee jeevitham ki,Neutral
7516,Pengen coba dessert yg instagramable dan yummy Cobain dessert yg satu ini di Almondtree LippoMallPuri PIM,Positive
7517,"waseem Zomato Hi Mohammed, that doesnt sound very pleasingKindly DM us your contact number so that we can re",Positive
7518,zomatocare Zomato,Neutral
7519,zomatocare Zomato Fasoos has claimed they are not responsible for the offers on Zomato platforms,Negative
7520,SwiggyCares  had the worst experience with swiggy The order got cancelled without any notifications DE tells me,Negative
7521,zomatocare Utsav Zomato Hello zomato my order is going to be an one hour but still my order was not come,Neutral
7522,sairambellala kaushalarmy StarMaa BiggBoss kaushalmanda KartikDayanand EndemolShineIND kaushalarmy kaushalarmy Bhayya aa l,Neutral
7523,Register on Swiggy with LHLDR and earn Rs Download on,Neutral
7524,tharungstars Nameisakshay Techglares Zomato nenu alane chestunna  fake mail id use chesha ani IP block cheshadu,Negative
7525,zomatocare Zomato Zomato there is something wrong with the way you guys are functioning the company Alas this is,Negative
7526,"akshaytnayak From a customer point of view, this is as dickish as a move gets First you advertise it and bombard everyones mail as",Neutral
7527,aquasaurabh The restaurants i took Z treats for are no longer there and the one still there are just offering Chaas or Butter Milk In,Negative
7528,Zomato do you have some basic courtesy while blaming the restaurant for food delivery delay Just spoke with the r,Negative
7529,shivsKyPi True Pathetic service zomatocare zomatogoldcheater zomatogold zomato,Negative
7530,"dksats Zomato Hi Deepak,  minutes seems a lot for a Saturday lunchKindly share your order details and we sha",Positive
7531,SwiggyCares Swiggy is known to have a bad reputation with their cranky and grumpy delivery executives making the,Negative
7532,"Zomato ZomatoIN why dont you start writing scripts, you will get Oscar for sure Is this a play going on where I",Positive
7533,zomatocare Zomato Now you came to rescue me where were you till now when I am repeatedly complaining at your chat,Positive
7534,"Honestbee, GrabFood, FoodPanda gt Tinder, Bumble, Grindr FACTS",Positive
7535,HiteshG Hi Hitesh Please DM us the registered number on Swiggy and we will have this looked int PB,Positive
7536,CParotta Suggest everyone to avoid buying Zomato Gold from now on They change the terms n conditions mid way thro,Negative
7537,zomatocare Zomato  check this order number and go to hell with your service Okay,Negative
7538,"toymango The Internet is chockfull of generalists We believe that in this time of complex change, our members are best served by sp",Positive
7539,zomatocare Zomato Everytime I am told youll improve your service and everytime I face same issues,Positive
7540,rsmahanti ZomatoIN Suggest everyone to avoid buying Zomato Gold from now on They change the terms and conditions,Negative
7541,VivskeViews miul ZomatoIN Suggest everyone to avoid buying Zomato Gold from now on They change the terms and c,Negative
7542,swiggy is definitely the worst food delivery app in India Delayed delivery and a sorry from their awful customer,Negative
7543,zomatocare Zomato I request you to stop your service in India if you cant follow some basic ethics here,Negative
7544,rsmahanti Zomato pmo irvpaswan consaff narendramodi                   Zomat,Neutral
7545,rsmahanti Zomato pmo irvpaswan consaff narendramodi Suggest everyone to avoid buying Zomato Gold from now on,Negative
7546,"SwiggyCares swiggy going by the number of times you people have disappointed me in the past, Ive decided to make",Negative
7547,rsmahanti zomato                 zomatogold zomatogoldcheat,Neutral
7548,rsmahanti Zomato ZomatoGold,Neutral
7549,I havent left my bed all day except to pee amp to pick up my FoodPanda from the door,Neutral
7550,Follow my food journey on Zomato    please follow trying hands on food blogging,Positive
7551,nishadkinhikar chyprashant gourmetpssprt How many persons are required on the table for availing gourment passport Unlike Zomato g,Neutral
7552,PatnaikSaurav Zomato gold sucks  These people have terminated my accountzomatogold,Negative
7553,"GypseeiGal Hey, join Zomato Gold and get  on food or  on drinks Also get a  OFF using my referral code CHAITAT here",Positive
7554,ays krthik Zomato zomatocare ZomatoGold Well in short they just managed to cheat all the customers and are content with it,Negative
7555,Delivery guy from swiggy just pitched me his restaurant listed on Zomato Some god level crossmarketing going on h,Positive
7556,zomatocare Zomato Guess what just got a call from Zomato executive and the funny thing is they are not authorised to reveal their names,Positive
7557,"sethia arjunsingh ZomatoIN Zomato deepigoyal All the effort of convincing friends to buy Zomato Gold, this policy change onl",Positive
7558,itirafciyim StandartAq,Neutral
7559,rajatbamb arjunsingh Zomato How is this a good change Earlier i can unlock  gold with just  members So please give me a re,Positive
7560,zomatocare Zomato ZomatoIN Zomato zomatocare till now are you investigating the matter,Neutral
7561,"zomatocare Zomato This funny executive of yours says he cannot help me and cut the call on my face, no wonder why",Negative
7562,zomatocare Zomato foodpandaIndia SwiggyCares  Your competitor Zomato is so pathetic that they dont even have t,Negative
7563,SANTOSHNANDURU ZomatoIN your new Zomato gold rules are not cool Why cant  I use Gold if I am a Gold Member and am alone Why do I n,Negative
7564,mortalnature Zomato You cheatSo changing terms of gold after we have paidIts equal to extortionI hope there will be a legal case o,Positive
7565,JeSuisSid swiggyin Swiggy also disappointed with their so called wrong coupon strategy in Ludhiana,Negative
7566,Swiggy SWOT Analysis with detailed company snapshot,Neutral
7567,"SwiggyCares cold food delivered When I asked for refund, the swiggy customer care just disconnected the chat sayi",Positive
7568,"so even though companies and small businesses need more people to work for them, they cannot hire them as that will",Neutral
7569,Life line of every engineer maggi Happy Engineers Day  Follow us whizzocofoodlover,Positive
7570,kaystakes Worse than that they cancelled the order at am and didnt even bother to call zomato I had to sleep hungry,Negative
7571,Still iam waiting ur response in zomato,Neutral
7572,zomatocare ZomatoIN Zomato Dear zomatocare ZomatoIN Zomato still checking Waiting for your reply,Positive
7573,Ashish when he is angry Zomato but food is life,Negative
7574,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7575,ZomatoIN Zomato How good you guys cheat in the name of promo code offers When there is no promo code applied the,Negative
7576,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7577,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7578,SemperFiUtd Zomato Ashish,Neutral
7579,foodpandaIndia  will never recommend this app to anyone i appreciate Zomato for being so prompt and professional,Positive
7580,randhawamufc Zomato angry raiola,Negative
7581,SemperFiUtd Zomato Ashish and Zomato memes are going to be trend now,Neutral
7582,Zomato you promised to call between  and  pm today I didnt get any call yet,Positive
7583,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7584,cafe travel jaipur IncredibleIndia India food foodies travelblog PhotoOfTheDay photography jaipurdiaries,Neutral
7585,SemperFiUtd Zomato,Neutral
7586,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7587,SemperFiUtd Zomato Raiola is the Italian Ashish,Neutral
7588,Smoothies are a great way to sneak in some extra veggies without anyone knowing Order now HappyWeekend,Positive
7589,SemperFiUtd randhawamufc Zomato Mc,Neutral
7590,Zomato This is man mohan sah from iit ropar We are organizing a business sumit in which we will be hosting a din,Neutral
7591,U dont have to understand the language to appreciate the greatness Pure art,Positive
7592,"zomatocare ZomatoIN Zomato Very shamful that even writing to you , none of person phone me yet   Very poor and",Negative
7593,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7594,"futbolash randhawamufc Zomato passion dekh , pashhhuun",Positive
7595,"ItsPrabhjitSW SiddharthBaijal Zomato This is sad man Not cool at all I am facing same with Olacabs , and",Negative
7596,Worst app worst service foodpandaIndia time to remove foodpanda frm my phone Will try swiggyin ZomatoIN UberEatsIND,Negative
7597,"ezhilkumaranj ZomatoIN Zomato deepigoyal pankajchaddah Hi there, that doesnt seem correct at allKindly DM",Neutral
7598,Try QUICKIE for orders below  on foodpanda,Neutral
7599,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7600,FoodPandapk i havent received my order twice now and my money was also deducted This is very poor from foodpand,Negative
7601,It took me about  seconds to place an order on Swiggy from the usual restaurant I always do seconds,Neutral
7602,CDhwaj Worst app worst service foodpandaIndia time to remove foodpanda frm my phone Will try swiggyin ZomatoIN UberEatsIND,Negative
7603,SwiggyCares swiggyin Again swiggy u have removed my cod option Y do u all do such kind of things Plz call me now at,Positive
7604,This was using Swiggys iOS app I dont remember the last time I used their website,Neutral
7605,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7606,CurryMerchant Zomato beat thattt,Neutral
7607,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7608,Has this zomato gold issue been sorted,Neutral
7609,SemperFiUtd Zomato Again Smh Ashish,Negative
7610,SemperFiUtd Zomato,Neutral
7611,We recently got audited by Equinox Lab hygiene thewineroomandbar hygieneisimportant bandra bandrawest,Neutral
7612,"mukeshrawat Hi, We intuit that distress has been caused to you and we completely bear the responsibility to fix",Negative
7613,"zomatocare why do you have an option for COD, when there is no way you can refund it if something goes wrong Do",Negative
7614,Zomato consumer,Neutral
7615,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7616,"NoorLuthra ZomatoIN Zomato Hi Noor, that sounds quite serious right here Kindly share your order details and we",Positive
7617,"zomatocare NoorLuthra ZomatoIN Zomato Hi Noor, that sounds quite serious right here Kindly share your order details and we shall g",Positive
7618,zomatocare ZomatoIN Zomato Thanks for your automated reply I have written the words of your Customer service ask them all the details,Positive
7619,"New BEL Road, Bengaluru you can order our special cuisines now on Zomato just follow this link",Positive
7620,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7621,shahamit So ZomatoIN has amended terms of use for Zomato Gold Earlier each n every Gold membership holder could avail benefit subj,Positive
7622,"Looking for a place to dine Come down to youngdabangid and experience the authentic Korean food, dont forget we d",Positive
7623,bootsandchicken Zomato What was the issue,Neutral
7624,zomatocare Zomato What action have you taken since getting the details Thats why customer support of zomato is worst,Negative
7625,bro ive been trying to order food for the past  HOURS everytime i open the foodpanda app my appetite dies and retu,Neutral
7626,futbolash when he sees that the status of delivery in Zomato just changed from  order picker up to  food delive,Neutral
7627,zomatocare Zomato zomatocare Zomato ZomatoIN What action have you taken since getting the details Thats why,Neutral
7628,blurtkc futbolash when he sees that the status of delivery in Zomato just changed from  order picker up to  food delivered despi,Neutral
7629,SanaShariffHai Zomato,Neutral
7630,itssitu tab tak zomato se kuch order kar ke kha lo tab tak traffic clear ho jayega,Positive
7631,Foodpanda  TrueMoney WeCard,Neutral
7632,blurtkc futbolash when he sees that the status of delivery in Zomato just changed from  order picker up to  food delivered despi,Neutral
7633,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7634,blurtkc futbolash when he sees that the status of delivery in Zomato just changed from  order picker up to  food delivered despi,Neutral
7635,"itssitu han to bus ka number de do, zomato wala bike pe hoga, window se le lena order, han dal chawal mat order krna",Positive
7636,shfi FoodPanda or GrabEat Kan Ada,Neutral
7637,SwiggyCares swiggyin This is the type of delivery you guys make and then you have the audacity to say that nothi,Neutral
7638,blurtkc futbolash when he sees that the status of delivery in Zomato just changed from  order picker up to  food delivered despi,Neutral
7639,"ArifShaikh Hi, We intuit that distress has been caused to you and we completely bear the responsibility to fi",Negative
7640,Foodpanda  Off Upto Rs  Code Working For MeJust Ordered Check YoursLink,Neutral
7641,blurtkc futbolash when he sees that the status of delivery in Zomato just changed from  order picker up to  food delivered despi,Neutral
7642,blurtkc futbolash when he sees that the status of delivery in Zomato just changed from  order picker up to  food delivered despi,Neutral
7643,SemperFiUtd Ashish when he is angry Zomato but food is life,Negative
7644,"swiggyin When hunger tweets, well help you handle it Get the Swiggy app now",Positive
7645,"LangaMahesh You r still in a job , be happy  crore jobs have been created in the form of Swiggyzomato door delivery men",Positive
7646,Para sa mga tamad na lumabas katulad ko Salamat GrabFood HonestBee FoodPanda,Neutral
7647,Why are foodpanda ads on every fuckin youtube video i ever watch im deleting their app,Neutral
7648,foodpandaIndia Most pathetic food app swiggyin You guys are far much better than Foodpanda,Negative
7649,swiggyin Get  off on your first Swiggy order Use code BINGE No Minimum order value Max discount order TCA,Positive
7650,Dear Zomato please retire the fake promotion we havent requested u to give a promocode be polite to all customers,Positive
7651,BertSnakehxle bootsandchicken Zomato the intern staff thought zomatos fresh employee treatment is racist,Negative
7652,ZomatoIN Dear Zomato please fix it bug and stop running fake promotion and giving stupid replys in support,Positive
7653,"emailankit Hi, We intuit that distress has been caused to you and we completely bear the responsibility to fix",Negative
7654,gustinex Foodpanda de burgerlabs or any burger joint,Neutral
7655,If they are for premium they y is the only for u statement I cant understand,Neutral
7656,NikhilReddy ZomatoIN Dear Zomato please fix it bug and stop running fake promotion and giving stupid replys in support,Positive
7657,msnarain amabirdman I get a text from foodpanda every time I open Swiggy and Zomato,Neutral
7658,foodpandaIndia FoodPanda fssaiindia consumercourtin i am attaching proofs how food panda cheating consumers thr,Negative
7659,"foodpandaIndia I have not received my refund yet, today I had ordered sweets from Shree Ratnam but my order was ca",Positive
7660,"mkamalkzaman Nape Takde la i ckp, kalau tak masak sendiri dkt rumah, order la makanan guna FoodPanda ke, GrabEat",Neutral
